,equal_number_accuracy,even_AnonB_accuracy,global_step,less_A_than_B_accuracy,loss,more_A_than_B_accuracy,no_more_A_than_B_accuracy,nonequal_number_accuracy,total_accuracy
48,0.7782834768295288,0.49931600689888,7552,0.5950520634651184,0.5769760012626648,0.5448179244995117,0.8630319237709045,0.8159269094467163,0.6744999885559082
49,0.7802340984344482,0.50273597240448,7602,0.5989583134651184,0.575246274471283,0.5462185144424438,0.873670220375061,0.8159269094467163,0.6778333187103271
50,0.7808842658996582,0.49452805519104004,7652,0.5963541865348816,0.574658989906311,0.5476190447807312,0.8723404407501221,0.8146213889122009,0.6754999756813049
51,0.7808842658996582,0.49589604139328003,7702,0.59375,0.5760756134986877,0.5504201650619507,0.8630319237709045,0.8159269094467163,0.674833357334137
52,0.7808842658996582,0.49179205298423767,7752,0.5950520634651184,0.5740587711334229,0.5504201650619507,0.8670212626457214,0.8146213889122009,0.6743333339691162
53,0.7808842658996582,0.49931600689888,7802,0.59375,0.5745456218719482,0.5504201650619507,0.8670212626457214,0.8146213889122009,0.6759999990463257
54,0.7834850549697876,0.49726402759552,7852,0.5963541865348816,0.5726742148399353,0.5532212853431702,0.8656914830207825,0.8146213889122009,0.6766666769981384
55,0.7808842658996582,0.5020520091056824,7902,0.6028645634651184,0.5721361041069031,0.5532212853431702,0.8803191781044006,0.8133159279823303,0.6796666383743286
56,0.7808842658996582,0.4965800344944,7952,0.60546875,0.5721697807312012,0.5518207550048828,0.876329779624939,0.8133159279823303,0.6779999732971191
57,0.7821846604347229,0.49726402759552,8002,0.60546875,0.5711613893508911,0.5518207550048828,0.8696808218955994,0.8146213889122009,0.6778333187103271
58,0.7854356169700623,0.49794802069664,8052,0.5989583134651184,0.5706443190574646,0.5602241158485413,0.8723404407501221,0.8133159279823303,0.6791666746139526
59,0.7834850549697876,0.49794802069664,8102,0.6015625,0.5698789954185486,0.5588235259056091,0.8710106611251831,0.8133159279823303,0.6786666512489319
60,0.7834850549697876,0.49521204829216003,8152,0.6119791865348816,0.5695173740386963,0.5574229955673218,0.8776595592498779,0.8159269094467163,0.6803333163261414
61,0.786085844039917,0.4965800344944,8202,0.60546875,0.5690459609031677,0.5588235259056091,0.8843085169792175,0.8133159279823303,0.6811666488647461
62,0.7847854495048523,0.49726402759552,8252,0.6002604365348816,0.5692852735519409,0.5574229955673218,0.875,0.8133159279823303,0.6790000200271606
63,0.786085844039917,0.5088919401168823,8302,0.6223958134651184,0.5683109164237976,0.5532212853431702,0.8789893388748169,0.8146213889122009,0.6851666569709778
64,0.7873862385749817,0.5088919401168823,8352,0.6393229365348816,0.567575216293335,0.5546218752861023,0.8829787373542786,0.8146213889122009,0.6883333325386047
65,0.7854356169700623,0.50273597240448,8402,0.6315104365348816,0.5669347643852234,0.5574229955673218,0.8803191781044006,0.8146213889122009,0.6853333115577698
66,0.7841352224349976,0.5088919401168823,8452,0.6653645634651184,0.5673270225524902,0.5532212853431702,0.8776595592498779,0.8159269094467163,0.6901666522026062
67,0.7847854495048523,0.5034199953079224,8502,0.6484375,0.5663573145866394,0.5560224056243896,0.8803191781044006,0.8146213889122009,0.687333345413208
68,0.786085844039917,0.50410395860672,8552,0.640625,0.5658074021339417,0.5574229955673218,0.8803191781044006,0.8146213889122009,0.6869999766349792
69,0.7899869680404663,0.50273597240448,8602,0.6106770634651184,0.5653797388076782,0.5588235259056091,0.8776595592498779,0.8133159279823303,0.6834999918937683
70,0.790637195110321,0.4965800344944,8652,0.6041666865348816,0.5657618045806885,0.5602241158485413,0.8723404407501221,0.8120104670524597,0.6806666851043701
71,0.786085844039917,0.5,8702,0.6354166865348816,0.5644529461860657,0.5574229955673218,0.8829787373542786,0.8146213889122009,0.6856666803359985
72,0.7880364060401917,0.49726402759552,8752,0.6158854365348816,0.5643496513366699,0.5602241158485413,0.876329779624939,0.8133159279823303,0.6823333501815796
73,0.786085844039917,0.50136798620224,8802,0.64453125,0.5638582110404968,0.5616246461868286,0.8803191781044006,0.8146213889122009,0.687333345413208
74,0.7880364060401917,0.50273597240448,8852,0.6432291865348816,0.5632155537605286,0.5686274766921997,0.876329779624939,0.8146213889122009,0.6883333325386047
75,0.7899869680404663,0.50273597240448,8902,0.6432291865348816,0.5630720853805542,0.5714285969734192,0.8816489577293396,0.8146213889122009,0.6898333430290222
76,0.7899869680404663,0.5,8952,0.64453125,0.5621242523193359,0.5686274766921997,0.8789893388748169,0.8146213889122009,0.6886666417121887
77,0.7899869680404663,0.5006840229034424,9002,0.6432291865348816,0.5619302988052368,0.5700280070304871,0.8803191781044006,0.8159269094467163,0.6891666650772095
78,0.7899869680404663,0.5034199953079224,9052,0.6588541865348816,0.561940610408783,0.5686274766921997,0.8789893388748169,0.8172323703765869,0.6916666626930237
79,0.7880364060401917,0.49931600689888,9102,0.6653645634651184,0.5621625185012817,0.5672268867492676,0.8683510422706604,0.8185378313064575,0.6896666884422302
80,0.790637195110321,0.50547194480896,9152,0.63671875,0.5613784790039062,0.5686274766921997,0.873670220375061,0.8172323703765869,0.6888333559036255
81,0.7919375896453857,0.5047879815101624,9202,0.6614583134651184,0.5598374009132385,0.5728291273117065,0.876329779624939,0.8172323703765869,0.6930000185966492
82,0.7919375896453857,0.5006840229034424,9252,0.6888020634651184,0.5590327978134155,0.5700280070304871,0.8789893388748169,0.8185378313064575,0.6956666707992554
83,0.7919375896453857,0.50273597240448,9302,0.7135416865348816,0.5590069890022278,0.5686274766921997,0.873670220375061,0.8172323703765869,0.6983333230018616
84,0.7919375896453857,0.5102599263191223,9352,0.7317708134651184,0.557853102684021,0.5714285969734192,0.8803191781044006,0.8172323703765869,0.7036666870117188
85,0.7932379841804504,0.5047879815101624,9402,0.7434895634651184,0.5573617219924927,0.5714285969734192,0.8829787373542786,0.8172323703765869,0.7045000195503235
86,0.7938881516456604,0.5116279125213623,9452,0.73828125,0.5570536851882935,0.5686274766921997,0.8829787373542786,0.8172323703765869,0.7053333520889282
87,0.7932379841804504,0.5082079172134399,9502,0.74609375,0.5563779473304749,0.5630252361297607,0.8816489577293396,0.8172323703765869,0.7045000195503235
88,0.7932379841804504,0.5082079172134399,9552,0.74609375,0.5561380386352539,0.5672268867492676,0.876329779624939,0.8159269094467163,0.7041666507720947
89,0.7932379841804504,0.50273597240448,9602,0.7421875,0.5562832951545715,0.5714285969734192,0.876329779624939,0.8146213889122009,0.7026666402816772
90,0.7938881516456604,0.49863201379776,9652,0.73046875,0.5548650026321411,0.5728291273117065,0.876329779624939,0.8146213889122009,0.7005000114440918
91,0.7932379841804504,0.4965800344944,9702,0.7369791865348816,0.5548982620239258,0.5728291273117065,0.8710106611251831,0.8146213889122009,0.699999988079071
92,0.7932379841804504,0.5020520091056824,9752,0.73828125,0.5534026622772217,0.5728291273117065,0.876329779624939,0.8146213889122009,0.7021666765213013
93,0.7932379841804504,0.5068399310112,9802,0.7604166865348816,0.5526313185691833,0.5728291273117065,0.8843085169792175,0.8146213889122009,0.7071666717529297
94,0.7925877571105957,0.5109438896179199,9852,0.7669270634651184,0.5521200299263,0.5728291273117065,0.876329779624939,0.8146213889122009,0.7078333497047424
95,0.7925877571105957,0.5075239539146423,9902,0.7799479365348816,0.5516796708106995,0.5728291273117065,0.8843085169792175,0.8172323703765869,0.7099999785423279
96,0.7932379841804504,0.49452805519104004,9952,0.7682291865348816,0.5513358116149902,0.5742297172546387,0.8843085169792175,0.8146213889122009,0.7053333520889282
97,0.7932379841804504,0.49931600689888,10002,0.7552083134651184,0.5507814288139343,0.5742297172546387,0.8789893388748169,0.8133159279823303,0.7039999961853027
98,0.7932379841804504,0.5006840229034424,10052,0.765625,0.5501264929771423,0.575630247592926,0.8816489577293396,0.8146213889122009,0.706333339214325
99,0.7945383787155151,0.4965800344944,10102,0.7604166865348816,0.5495915412902832,0.5770308375358582,0.8843085169792175,0.8146213889122009,0.7055000066757202
